title_tt,title_sp,album_tt,album_sp,artist,videos,views,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity
Lemon Tree,Lemon Tree,"Berlin, Berlin",Dish Of The Day,Fools Garden,2,3800000,0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,4,191027,75
Rickroll,Never Gonna Give You Up,,Whenever You Need Somebody,Rick Astley,24,699500,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,213573,79
San Andreas Theme Song,San Andreas Theme Song,San Andreas Original Mixtape,San Andreas Original Mixtape,Young Maylay,202,44600000,0.52,0.836,5,-7.13,0,0.213,0.0164,0.0,0.19,0.486,96.855,4,86547,64
Day 'n' Nite,Day 'N' Nite (nightmare),Watch Dogs (Music from the Video Game) [Original Game Soundtrack],Man On The Moon: The End Of Day,Kid Cudi,117,16300000,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,4,221267,71
"La Valse D'amelie (From ""Amelie"")","La Valse D'Amélie - From ""Amelie From Montmartre""",100 Greatest Film Themes - Take 2,Chilled Piano - Themes,"Music Lab Collective, Valentina Lisitsa",9,94600,0.235,0.186,9,-16.925,0,0.0372,0.989,0.93,0.0822,0.117,102.092,3,149160,33
Bongo Cha Cha Cha,Bongo Cha Cha Cha,Bongo Cha Cha Cha,Bongo Cha Cha Cha,Goodboys,37,1600000,0.817,0.974,5,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,126.006,4,113128,73
Everybody Wants To Rule The World - Single Version,Everybody Wants To Rule The World - Single Version,Songs From The Big Chair - Deluxe,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,5,30500000,0.669,0.803,2,-9.447,1,0.0406,0.214,0.0267,0.0841,0.358,111.816,4,252636,27
Choking on Flowers,Choking on Flowers,Elsie,Elsie,Fox Academy,27,26600000,0.175,0.594,1,-11.803,0,0.0422,0.967,0.914,0.167,0.284,84.222,4,208848,63
Pink Soldiers,Pink Soldiers,Squid Game OST,Squid Game (Original Soundtrack from The Netflix Series),23,584,136300000,0.608,0.201,5,-17.267,0,0.0726,0.995,0.0277,0.106,0.0439,120.016,4,38487,70
I'm So Hungry,I'm So Hungry,I'm So Hungry,I'm So Hungry,"Karter Zaher, Shabsheek",14,11200000,0.923,0.323,4,-9.624,1,0.358,0.0452,4.52e-05,0.0811,0.659,141.923,4,134366,22
Everybody Knows,Everybody Knows,Justice League (Original Motion Picture Soundtrack),Justice League (Original Motion Picture Soundtrack),Sigrid,13,540700,0.656,0.225,7,-11.777,1,0.0313,0.641,6.32e-05,0.101,0.156,106.023,4,265560,60
Sunny Day,Sunny Day,Sunny Day,Sunny Day,Ted Fresco,567,106300000,0.715,0.563,10,-4.297,1,0.0697,0.325,0.00153,0.0937,0.465,89.964,4,108417,63
Up,Up,Up,Up,Cardi B,14,49800000,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4,156945,78
Blue Bird (Naruto Shippuden) [feat. Animelmack],Blue Bird (Naruto Shippuden) [feat. Animelmack],Blue Bird (Naruto Shippuden) [feat. Animelmack],Blue Bird (Naruto Shippuden) [feat. Animelmack],"Berioska, Animelmack",36,49000000,0.502,0.852,6,-5.298,0,0.0359,0.00656,0.0,0.248,0.591,155.961,4,231250,51
Legendary,Legendary,6 (Radio Edit),Victorious,Skillet,9,172500,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,4,244538,65
Oh No,Oh No!,Cold As Ice,The Family Jewels,MARINA,998,55400000,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,4,182587,70
Waiting For Heartache,Take Your Time,,Negro Swan,Blood Orange,87,24900000,0.352,0.12,0,-14.949,0,0.0324,0.905,0.000606,0.117,0.0628,127.486,5,171372,40
My House,My House,My House,My House,Flo Rida,11,73800,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,4,192191,77
Baba Dodo,Babadook,,Babadook,"Figure, Contakt",6,21300000,0.428,0.977,1,-1.672,0,0.15,0.00748,0.0503,0.181,0.0733,75.036,4,200000,32
Patlamaya Devam,Patlamaya Devam,Patlamaya Devam,Patlamaya Devam,Isyan Tetick,43,17100000,0.849,0.632,4,-7.206,0,0.323,0.644,0.0,0.0947,0.639,101.56,4,143500,60
Hoist the Colours,Hoist the Colours,Hoist the Colours,Hoist the Colours,Colm R. McGuinness,192,219100000,0.233,0.32,0,-12.186,1,0.0378,0.797,0.0,0.168,0.241,91.47,3,122700,65
Somewhere Over The Rainbow_What A Wonderful World,Somewhere Over The Rainbow_What A Wonderful World,Facing Future,Facing Future,Israel Kamakawiwo'ole,3,12100000,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,4,308027,70
TWINNEM,TWINNEM,TWINNEM,TWINNEM,Coi Leray,240,89200000,0.885,0.353,2,-10.484,1,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,4,117067,74
Babel,Babel,Summer Works,Babel (Deluxe Version),Mumford & Sons,312,26700000,0.373,0.813,2,-6.13,1,0.0543,0.0253,0.000227,0.0826,0.647,80.465,4,208933,54
Instrumental Piano,"Instrumental Piano Sounds, Pt. 239",Piano Music,Beautiful Relaxing Piano Music: Piano Fruits Music,Piano Fruits Music,12,565500,0.537,0.0187,10,-24.789,0,0.0435,0.945,0.914,0.106,0.239,73.598,4,31000,35
Anexartita,Anexartita,Anexartita,Anexartita,Light,14,473600,0.541,0.739,7,-9.02,1,0.414,0.382,0.0,0.15,0.651,77.715,4,211059,50
edamame,edamame (feat. Rich Brian),edamame,edamame (feat. Rich Brian),"bbno$, Rich Brian",125,79100000,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,4,133707,86
Dumb Love,Dumb Love,Dumb Love,Dumb Love,Mimi Webb,19,110400,0.569,0.422,0,-5.856,1,0.0302,0.0296,0.0,0.0613,0.175,76.96,4,207068,75
The Swan - Camille Saint-Saens,The Swan,Arioso: Music for Cello and Classical Guitar,Romance,"Camille Saint-Saëns, Sebastian Comberti, Miriam Keogh",2,11500000,0.216,0.149,7,-18.173,1,0.0402,0.986,0.94,0.0921,0.117,123.201,4,174333,62
Cognac Queen,Cognac Queen,Tina Snow,Tina Snow,Megan Thee Stallion,188,44800000,0.79,0.709,2,-5.806,1,0.224,0.0593,0.0,0.0794,0.26,131.079,4,222752,74
Mamma Mia,Mamma Mia,Abba,Abba,ABBA,441,678000,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4,213267,76
Un Poco Loco,Un Poco Loco,Coco - Original Motion Picture Soundtrack,Coco (Original Motion Picture Soundtrack),"Anthony Gonzalez, Gael Garcia Bernal",26,132200,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,4,112205,70
Cognac Queen,Cognac Queen,Tina Snow,Tina Snow,Megan Thee Stallion,163,34100000,0.79,0.709,2,-5.806,1,0.224,0.0593,0.0,0.0794,0.26,131.079,4,222752,74
Arcade,Arcade,Arcade,Arcade,Duncan Laurence,25,8800000,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3,183624,83
Woah (feat. D3Mstreet),Woah (feat. D3Mstreet),Woah (feat. D3Mstreet),Woah (feat. D3Mstreet),"KRYPTO9095, D3Mstreet",284,35400000,0.888,0.522,1,-8.936,1,0.43,0.00739,0.0,0.0452,0.623,144.011,4,123373,59
Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),"Dixie, Rubi Rose",64,16800000,0.874,0.563,11,-6.585,0,0.213,0.0427,0.0,0.196,0.781,101.918,4,150760,63
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),MONTERO,Lil Nas X,97,63400000,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,4,137704,90
insidious,Insidious,,Chase'n MuLa,"Sha Mula, Chase Benji",3,16400000,0.863,0.633,11,-10.565,0,0.391,0.38,0.000261,0.119,0.355,120.01,4,127230,40
Woman,Woman,Planet Her,Planet Her,Doja Cat,648,161200000,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,172627,95
Medusa,Medusa,Medusa,Medusa,"Jhay Cortez, Anuel AA, J Balvin",20,180300,0.886,0.604,0,-7.293,1,0.208,0.194,3.15e-06,0.107,0.383,98.023,4,305333,69
Chamo Teu Vulgo Malvadão,Chamo Teu Vulgo Malvadão,Chamo Teu Vulgo Malvadão,Chamo Teu Vulgo Malvadão,"mc jhenny, DJ KOSTA 22, Mc Gw",6,41500000,0.949,0.62,4,-2.891,1,0.331,0.171,4.74e-05,0.11,0.76,129.869,4,118308,72
S' Agapao,S' Agapao,S' Agapao,S' Agapao,Nikos Vertis,100,846900,0.525,0.699,8,-6.07,0,0.16,0.141,2.8e-05,0.183,0.612,138.896,4,240107,57
Nice To Meet Ya,Nice To Meet Ya,Nice To Meet Ya,Nice To Meet Ya,Niall Horan,500,40800000,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,4,158805,66
Girl on Pfizer,Girl on Pfizer,Girl on Pfizer,Girl on Pfizer,Chris Mann,17,76500,0.357,0.692,1,-7.519,1,0.141,0.553,0.0,0.114,0.474,184.548,4,148560,27
Le Calin,Let's Go (feat. Ne-Yo),俄语,18 Months,"Calvin Harris, Ne-Yo",267,14000000,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,4,232800,66
Food Music,Pet food music,Manual - Bonus Track Version,Relaxing sleep for cats Pia Good night cat,DJ Relax BGM,11,71800,0.32,0.0979,11,-23.442,1,0.0331,0.994,0.941,0.137,0.262,58.427,5,183211,0
Sevmedim Deme,Sevmedim Deme,Sevmedim Deme,Sevmedim Deme,"Kurtuluş Kuş, Burak Bulut",22,6900000,0.653,0.704,7,-7.622,0,0.192,0.202,0.0,0.311,0.739,170.054,4,151235,60
Feels Like We Only Go Backwards,Feels Like We Only Go Backwards,Lonerism,Lonerism,Tame Impala,8,21800,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,4,192960,75
Perfect,Perfect,÷ (Deluxe),÷ (Deluxe),Ed Sheeran,562,66500000,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,263400,87
Prosefhes,Prosefhes,Super Trapper,Super Trapper,Mad Clip,6,122000,0.694,0.597,2,-10.578,0,0.151,0.0639,1.24e-06,0.108,0.301,144.983,4,183724,42
Bandoleros,Bandoleros,Los Bandoleros,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),"Don Omar, Tego Calderon",161,91900000,0.662,0.896,5,-5.311,0,0.251,0.318,0.0,0.186,0.79,90.622,4,305280,71
The Assignment,The Assignment,The Assignment,The Assignment,Tay Money,177,11700000,0.908,0.477,11,-5.515,1,0.385,0.426,0.0,0.0361,0.538,146.986,4,113328,70
Bratva,Bratva,Kostolom,Kostolom,Slaughter to Prevail,8,43500,0.416,0.992,11,-2.045,1,0.115,0.000232,5.76e-05,0.0518,0.133,180.003,4,290000,56
$umn$light,$umn$light,$umn$light,$umn$light,KA$HDAMI,7,32000000,0.737,0.642,10,-5.459,0,0.237,0.0625,0.0,0.296,0.575,127.327,4,75582,61
 Fast,Fast,,Death Race For Love,Juice WRLD,34,2100000,0.623,0.608,1,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,4,208518,74
Hustla,Hustlaz Holiday,Hustla,Holiday Hip-Hop,Jeezy,38,105500,0.784,0.415,1,-6.745,1,0.142,0.163,0.0,0.0708,0.136,129.971,4,207453,0
Lofi,lofi rain,Its a Lofi,lofi study 2021,a girl and a cat,82,3700000,0.336,0.447,5,-11.923,0,0.0374,0.717,0.906,0.141,0.319,75.01,4,118400,63
Copines,Copines,NAKAMURA,NAKAMURA,Aya Nakamura,16,44100000,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,4,171720,75
Princesses Don't Cry,Princesses Don't Cry,Princesses Don't Cry,Princesses Don't Cry,CARYS,27,134400,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0859,0.65,74.986,4,212107,70
Miss The Rage (Mario Judah),Miss The Rage - Remix,Miss The Rage (Mario Judah),Miss The Rage (Remix),"Toxic Tripz, Mario Judah",49,653700,0.514,0.659,8,-7.903,1,0.033,1.07e-05,0.312,0.139,0.181,104.028,5,175040,66
Dinero,Dinero,Dinero,Dinero,Trinidad Cardona,112,33800000,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,4,160880,80
Dale,Dale Don Dale,Dale,The Last Don,Don Omar,24,237500,0.831,0.818,2,-7.827,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023,4,212413,69
Summer,Summer,Motion,Motion,Calvin Harris,39,264800,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,222533,81
Thot Shit,Thot Shit,Thot Shit,Thot Shit,Megan Thee Stallion,86,59900000,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,4,184635,82
Oliver Twist,Oliver Twist,Oliver Twist,Oliver Twist,ArrDee,59,227800,0.725,0.807,11,-4.332,1,0.315,0.352,0.0,0.462,0.848,140.045,4,174857,76
All The Things She Said,All The Things She Said,t.A.T.u. - The Best,200 KM/H In The Wrong Lane (10th Anniversary Edition),t.A.T.u.,10,202900,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,4,214440,76
Pennies from Heaven   Louis Prima,Pennies From Heaven - Remastered 1999,Miserlou,"Wild, Cool & Swingin'",Louis Prima,29,7900000,0.666,0.428,8,-10.613,1,0.114,0.592,0.0,0.0609,0.904,92.543,4,140933,58
Areti,Areti,Super Trapper II,Super Trapper II,Mad Clip,132,17800000,0.797,0.57,1,-9.555,1,0.332,0.0114,0.0,0.0866,0.237,160.1,4,180000,57
Watermelon Sugar X Seaside,Watermelon Sugar X Seaside,Watermelon Sugar X Seaside,Watermelon Sugar X Seaside,Foxilitus,19,10400000,0.675,0.662,0,-11.346,1,0.0654,0.355,1.5e-05,0.146,0.963,94.954,4,112274,57
Committed (Instrumental),Committed,,Balance Instrumentals,Swollen Members,24,121300,0.735,0.528,10,-8.041,0,0.0636,9.27e-05,0.871,0.0511,0.341,91.527,4,171533,2
Mi Amor (feat. Noizy & Jugglerz),Mi Amor (feat. Noizy & Jugglerz),Mi Amor (feat. Noizy & Jugglerz),Mi Amor (feat. Noizy & Jugglerz),"Dhurata Dora, Noizy, Jugglerz",10,41700,0.841,0.841,9,-5.851,0,0.118,0.165,6.94e-05,0.664,0.872,117.949,4,185403,65
Train Wreck,Train Wreck,Back from the Edge,Back from the Edge,James Arthur,29,3700000,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,4,208827,82
I Wanna Know You,I Wanna Know You,,Hannah Montana 3,Hannah Montana,29,1300000,0.684,0.741,5,-3.892,1,0.0276,0.127,0.0,0.348,0.821,83.999,4,166893,54
Creative,Creative Alpha Sinus 101Hz - 109Hz,Creative,Binaural Dreams,Lucy Dreamer,26,8300000,0.136,0.0605,1,-31.812,0,0.0472,0.819,0.684,0.115,0.0346,143.242,5,196500,48
Watermelon Sugar,Watermelon Sugar,Fine Line,Fine Line,Harry Styles,19,35300000,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,174000,88
Trexoun oi mpatsoi,Trexoun oi mpatsoi,Trexoun oi mpatsoi,Trexoun oi mpatsoi,duKYS,9,44900,0.859,0.425,0,-9.956,0,0.355,0.383,3.06e-05,0.107,0.528,120.001,4,181673,39
Ближе,Ближе,Ближе,Ближе,Хабиб,2,46000,0.665,0.675,9,-6.027,0,0.0427,0.0828,0.0,0.105,0.333,125.07,4,159400,42
Talking to the Moon,Talking to the Moon,Doo-Wops & Hooligans,Doo-Wops & Hooligans,Bruno Mars,11,6400000,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,4,217867,83
Судно (Борис Рижий),Судно (Борис Рижий),Этажи,Этажи,Molchat Doma,65,20000000,0.484,0.75,1,-4.176,1,0.0685,0.697,0.862,0.105,0.467,159.992,4,141395,76
Hit It,HIT IT (feat. Saweetie & Lele Pons),Hit It,HIT IT (feat. Saweetie & Lele Pons),"Black Eyed Peas, Saweetie, Lele Pons",38,8200000,0.867,0.85,8,-3.599,1,0.0413,0.145,6.38e-06,0.0637,0.704,104.992,4,235429,72
Play Destroy,Play Destroy,Am I A Girl?,Am I A Girl?,"Poppy, Grimes",13,86700,0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,4,185279,54
Monkeys Spinning Monkeys,Monkeys Spinning Monkeys,Music to Delight,Music to Delight,Kevin MacLeod,13,585800,0.929,0.203,7,-18.004,1,0.146,0.901,0.803,0.11,0.91,144.053,4,125074,48
Tokyo Drift,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Tokyo Drift,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Teriyaki Boyz,118,41600000,0.761,0.892,6,-5.354,1,0.133,0.178,4.19e-05,0.0712,0.935,127.04,4,255173,66
Back In Black,Back In Black,Iron Man 2,Back In Black,AC/DC,63,15100000,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,255493,84
Beggin (Original Mix),Beguin - Original Mix,Beggin,Painful Desire,Xenia (UA),10,102700,0.573,0.989,8,-6.756,0,0.0409,0.000692,0.792,0.518,0.148,127.993,4,251367,25
Aman Kai Pos,Aman kai pos,Megales Epitihies,Eimai Akoma Eleftheros,Thanos Petrelis,10,111400,0.812,0.781,11,-4.143,0,0.0337,0.291,0.0,0.294,0.97,124.978,4,207173,39
Tri Poloski,Tri Poloski,Tri Poloski,Tri Poloski,Davay,67,410900,0.711,0.967,1,-8.206,1,0.0943,0.0254,3.65e-05,0.0676,0.966,164.994,4,125125,59
You Right,You Right,Planet Her,Planet Her,"Doja Cat, The Weeknd",22,200700,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,186173,86
Drive Forever,"Drive Forever (Only You, Slowed + Reverb)",Drive Forever,"Drive Forever (Only You, Slowed + Reverb)",slowed down music,58,42100000,0.428,0.332,1,-14.289,0,0.0569,0.00253,0.668,0.105,0.0494,201.808,3,208442,51
Тру та та,Криминал,Тру та та,N1NT3ND0,"N1NT3ND0, QП",13,2700000,0.732,0.333,9,-9.517,0,0.285,0.473,0.00148,0.0542,0.326,85.011,4,233546,55
Superstar,Superstar,Superstar,Once Twice Melody,Beach House,17,78900000,0.496,0.9,3,-6.147,1,0.0381,0.0494,0.882,0.146,0.389,117.948,4,368667,61
Roses - Imanbek Remix,Roses - Imanbek Remix,Roses - Imanbek Remix,While The World Was Burning,"SAINt JHN, Imanbek",38,118700,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,4,176867,71
Beef,Beef,Beef,Beef,"Ethereal, Playboi Carti",2,51000,0.78,0.759,7,-5.046,1,0.267,0.201,0.0,0.276,0.767,117.03,4,213333,62
We Are Here,we are here,Por Què No,we are here,fragile eyes,3,4100000,0.065,0.0016,1,-37.279,1,0.0582,0.975,0.456,0.108,0.0352,75.265,4,203098,62
Sangria Wine,Sangria Wine,Sangria Wine,Sangria Wine,"Pharrell Williams, Camila Cabello",5,115700,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,4,202853,57
ily (i love you baby),ily (i love you baby) (feat. Emilee),ily (i love you baby),ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",30,16100000,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4,176547,80
Like I Can,Like I Can,In The Lonely Hour,In The Lonely Hour,Sam Smith,398,63800000,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,4,167066,86
Rollin' (feat. Burna Boy),Rollin' (feat. Burna Boy),Rollin' (feat. Burna Boy),Rollin' (feat. Burna Boy),"MIST, Burna Boy",59,29900000,0.722,0.844,3,-2.258,0,0.091,0.0852,8.23e-05,0.122,0.746,109.938,4,159668,64
Superman,Superman,Superhero Movie Soundtrack Themes,The Eminem Show,"Eminem, Dina Rae",10,7900000,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,4,350320,72
Μια Ζωή Μέσα Στους Δρόμους (Live),Μια ζωή μέσα στους δρόμους - Live,Φανή Δρακοπούλου (Live),Παντρεύω τη γυναίκα μου Νο2,"Μπάμπης Παπαδόπουλος, Μαίρη Μπονίτα, Φιλίτσα Λειβαδίτη",3,31300,0.492,0.397,4,-11.628,1,0.0661,0.872,2.59e-06,0.342,0.568,129.697,4,86533,0
New Era,New Era,New Era,New Era,Goos,18,944400,0.524,0.643,1,-10.239,1,0.11,0.744,0.908,0.104,0.129,135.067,4,158023,42
Amazing Plan,Amazing Plan,Silent Film: Dark Collection,Silent Film: Dark Collection,Kevin MacLeod,4,888000,0.833,0.263,2,-19.754,1,0.0674,0.815,0.821,0.0765,0.955,114.477,4,87040,29
Silence 1 Minute,Silence 1 Minute,Silence,Silence,"Silent Meditation, No Sound Pause Breaks",34,3100000,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,60000,26
Robot Rock,Robot Rock,Robot Rock,Human After All,Daft Punk,10,274000,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,4,287720,53
Butterfly,BUTTERFLY EFFECT,Butterfly,ASTROWORLD,Travis Scott,7,11200000,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4,190557,79
Send My Love (To Your New Lover),Send My Love (To Your New Lover),Send My Love (To Your New Lover),25,Adele,40,3200000,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,223079,78
 Dancin (KRONO Remix),Dancin - Krono Remix,,Ibiza 2019,"Aaron Smith, Luvli, Krono",8,74900,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0333,0.1,0.28,119.983,4,256000,73
Petrouchka (feat. PLK),Petrouchka (feat. PLK),Avec le temps,Avec le temps,"Soso Maness, PLK",33,261700,0.624,0.802,6,-4.818,1,0.311,0.0597,0.0,0.252,0.818,133.888,4,189933,72
We Did It!,We Did It!!!,Dora The Explorer,Death Of An Optimist,grandson,11,59500,0.284,0.789,1,-7.927,1,0.473,0.000328,0.00109,0.562,0.597,169.2,4,168736,52
COCO,Cocoa Butter Kisses,COCO,Acid Rap,"Chance the Rapper, VIC MENSA, Twista",168,853400,0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795,4,307188,71
Gangsta's Paradise (feat. L.V.),Gangstar Paradise - The Best Ringtones,Gangsta's Paradise,Hits Ringtone (The Best Ringtones),Eb,57,35400000,0.279,0.216,1,-11.101,1,0.0345,3.15e-05,0.936,0.15,0.754,179.892,4,30067,0
A92 x Fumez The Engineer - Plugged In Freestyle,A92 x Fumez The Engineer - Plugged In Freestyle,A92 x Fumez The Engineer - Plugged In Freestyle,A92 x Fumez The Engineer - Plugged In Freestyle,"Fumez The Engineer, A92, Offica",8,167300,0.856,0.427,2,-13.297,1,0.365,0.0958,0.0,0.1,0.774,144.118,4,240000,71
That's My Name,That's My Name,Akcent 20,That's My Name,Akcent,10,270300,0.742,0.642,1,-5.331,0,0.0475,0.0562,2.4e-06,0.34,0.527,127.986,4,246227,35
My House (Challenge Version),My House - Challenge Version,This Is A Challenge,This Is A Challenge,Flo Rida,12,2800000,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,4,192191,26
Can We Kiss Forever?,Can We Kiss Forever?,Can We Kiss Forever?,Can We Kiss Forever?,"Kina, Adriana Proenza",73,168500000,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,187932,79
Πήρε φωτιά η γειτονιά - Live,Πήρε φωτιά η γειτονιά - Live,Ζωντανή ηχογράφηση δημοτικά (Live),Ζωντανή ηχογράφηση δημοτικά (Live),"Κώστας Τσαρουχάς, Νεκτάριος Κοκκώνης",11,505400,0.773,0.695,1,-6.444,0,0.047,0.764,0.0,0.175,0.943,93.778,4,62307,2
Καγκέλια - Live,Καγκέλια - Live,Βαρδάτες Φθιώτιδας (Live),Βαρδάτες Φθιώτιδας (Live),Γωγώ Τσαμπά,7,49800,0.488,0.884,1,-6.059,0,0.0419,0.381,0.108,0.0904,0.623,76.531,3,164960,12
O Thourios Tou Riga,O Thourios Tou Riga,Itane Mia Fora... Ta 40 Kalitera Tragoudia Tou Nikou Xilouri,14 Hrises Epitihies,Nikos Xilouris,4,72800,0.647,0.634,0,-9.78,1,0.0471,0.897,1.43e-06,0.471,0.944,127.391,4,142027,23
Diamonds - Rihanna cover,Love the Way You Lie - Extended Mix,Under Cover,Dance Remix Diamonds Extended: Best of Rihanna Cover Collection,Driza Stone,7,96100,0.575,0.931,7,-8.439,0,0.036,0.00235,0.399,0.32,0.753,128.014,4,330699,8
Complicated Heart,Complicated Heart - 2014 Remaster,Strange Foreign Beauty,Colours (2014 Remaster),Michael Learns To Rock,6,616600,0.781,0.484,7,-10.302,1,0.0266,0.406,3.36e-05,0.0949,0.788,100.066,4,267000,49
Mata Hari,Mata Hari,Mata Hari,Mata Hari,Efendi,8,50000,0.706,0.675,4,-5.756,0,0.0386,0.0128,0.000355,0.263,0.463,99.942,4,160981,60
Pills N Potions,Pills N Potions,The Pinkprint,The Pinkprint (Deluxe),Nicki Minaj,5,52200,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658,4,268000,61
Gentleman,Gentleman,Billboard Hot Selection,Tik Tock Hits 2020,PSY,57,37100000,0.861,0.742,3,-3.292,0,0.148,0.0035,0.0,0.0643,0.655,126.01,4,194960,61
Easy Game,Easy Game,Easy Game,Legend,StreamBeats by Harris Heller,23,1200000,0.819,0.541,4,-5.221,0,0.0558,0.0384,0.181,0.107,0.0655,78.0,4,153822,30
Heart of Courage,Heart of Courage,Invincible,Invincible,"Thomas Bergersen, Two Steps from Hell",90,7100000,0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,4,117395,65
